esmini GIT REV: N/A
esmini GIT TAG: N/A
esmini GIT BRANCH: N/A
esmini BUILD VERSION: 3923
Scenario File Name: .\resources\xosc/./hcis_12.xosc
Number of Vehicles: 2
Index [-] , TimeStamp [s] , #1 Entity_Name [-] , #1 Entity_ID [-] , #1 Current_Speed [m/s] , #1 Wheel_Angle [deg] , #1 Wheel_Rotation [-] , #1 bb_x [m] , #1 bb_y [m] , #1 bb_z [m] , #1 bb_length [m] , #1 bb_width [m] , #1 bb_height [m] , #1 World_Position_X [m] , #1 World_Position_Y [m] , #1 World_Position_Z [m] , #1 Vel_X [m/s] , #1 Vel_Y [m/s] , #1 Vel_Z [m/s] , #1 Acc_X [m/s2] , #1 Acc_Y [m/s2] , #1 Acc_Z [m/s2] , #1 Distance_Travelled_Along_Road_Segment [m] , #1 Lateral_Distance_Lanem [m] , #1 lane_id, #1 lane_offset[m] , #1 World_Heading_Angle [rad] , #1 Heading_Angle_Rate [rad/s] , #1 Relative_Heading_Angle [rad] , #1 Relative_Heading_Angle_Drive_Direction [rad] , #1 World_Pitch_Angle [rad] , #1 Road_Curvature [1/m] , #1 collision_ids , #2 Entity_Name [-] , #2 Entity_ID [-] , #2 Current_Speed [m/s] , #2 Wheel_Angle [deg] , #2 Wheel_Rotation [-] , #2 bb_x [m] , #2 bb_y [m] , #2 bb_z [m] , #2 bb_length [m] , #2 bb_width [m] , #2 bb_height [m] , #2 World_Position_X [m] , #2 World_Position_Y [m] , #2 World_Position_Z [m] , #2 Vel_X [m/s] , #2 Vel_Y [m/s] , #2 Vel_Z [m/s] , #2 Acc_X [m/s2] , #2 Acc_Y [m/s2] , #2 Acc_Z [m/s2] , #2 Distance_Travelled_Along_Road_Segment [m] , #2 Lateral_Distance_Lanem [m] , #2 lane_id, #2 lane_offset [m] , #2 World_Heading_Angle [rad] , #2 Heading_Angle_Rate [rad/s] , #2 Relative_Heading_Angle [rad] , #2 Relative_Heading_Angle_Drive_Direction [rad] , #2 World_Pitch_Angle [rad] , #2 Road_Curvature [1/m] , #2 collision_ids , 
683, 5.562000, Ego, 0, 11.477453, -0.006883, 4.995862, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 125.363271, -225.094504, 0.000000, 10.834912, -3.787570, 0.000000, -0.347201, -0.258563, 0.000000, 131.748072, -4.554869, -2, 0.000000, 5.946830, -0.025145, 0.000000, 0.005640, 0.000000, 0.000058, , Agent1, 1, 11.111111, -0.003156, 0.642238, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 143.929157, -231.646100, 0.000000, 10.456549, -3.758556, 0.000000, -0.121505, -0.148790, 0.000000, 151.441116, -4.511453, -2, 0.000000, 5.938096, -0.011163, 0.000000, -0.001943, 0.000000, -0.000303, , 
684, 5.569000, Ego, 0, 11.476096, -0.008111, 5.225384, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 125.439102, -225.121027, 0.000000, 10.833073, -3.788936, 0.000000, -0.262738, -0.195180, 0.000000, 131.828384, -4.554424, -2, 0.000000, 5.946622, -0.029627, 0.000000, 0.005428, 0.000000, 0.000069, , Agent1, 1, 11.111111, -0.002938, 0.864460, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 144.002352, -231.672415, 0.000000, 10.456459, -3.759284, 0.000000, -0.012885, -0.104035, 0.000000, 151.519000, -4.511607, -2, 0.000000, 5.938023, -0.010390, 0.000000, -0.001993, 0.000000, -0.000281, , 
685, 5.576000, Ego, 0, 11.474744, -0.009542, 5.454879, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 125.514919, -225.147563, 0.000000, 10.830927, -3.790932, 0.000000, -0.306567, -0.285069, 0.000000, 131.908682, -4.553998, -2, 0.000000, 5.946378, -0.034854, 0.000000, 0.005178, 0.000000, 0.000080, , Agent1, 1, 11.111111, -0.002682, 1.086683, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 144.075546, -231.698735, 0.000000, 10.456199, -3.760010, 0.000000, -0.037157, -0.103753, 0.000000, 151.596877, -4.511764, -2, 0.000000, 5.937957, -0.009487, 0.000000, -0.002039, 0.000000, -0.000259, , 
686, 5.582000, Ego, 0, 11.473553, -0.010872, 5.651568, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 125.579892, -225.170322, 0.000000, 10.828831, -3.793141, 0.000000, -0.349284, -0.368194, 0.000000, 131.977498, -4.553650, -2, 0.000000, 5.946140, -0.039705, 0.000000, 0.004934, 0.000000, 0.000090, , Agent1, 1, 11.111111, -0.002445, 1.277159, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 144.138281, -231.721298, 0.000000, 10.455903, -3.760599, 0.000000, -0.049349, -0.098104, 0.000000, 151.663621, -4.511901, -2, 0.000000, 5.937905, -0.008649, 0.000000, -0.002074, 0.000000, -0.000239, , 
687, 5.590000, Ego, 0, 11.472069, -0.006872, 5.913787, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 125.666453, -225.200658, 0.000000, 10.820181, -3.791967, 0.000000, -1.081327, 0.146754, 0.000000, 132.069237, -4.553200, -2, 0.000000, 5.946157, 0.002155, 0.000000, 0.004954, 0.000000, -0.000058, , Agent1, 1, 11.111111, -0.002190, 1.531127, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 144.221928, -231.751388, 0.000000, 10.455840, -3.761250, 0.000000, -0.007851, -0.081408, 0.000000, 151.752606, -4.512088, -2, 0.000000, 5.937843, -0.007747, 0.000000, -0.002116, 0.000000, -0.000214, , 
688, 5.596000, Ego, 0, 11.470886, -0.003872, 6.110431, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 125.731411, -225.223415, 0.000000, 10.826223, -3.792957, 0.000000, 1.007025, -0.164908, 0.000000, 132.138080, -4.552856, -2, 0.000000, 5.946236, 0.013029, 0.000000, 0.005036, 0.000000, -0.000042, , Agent1, 1, 11.111111, -0.001935, 1.721603, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 144.284661, -231.773959, 0.000000, 10.455498, -3.761730, 0.000000, -0.057053, -0.079928, 0.000000, 151.819337, -4.512230, -2, 0.000000, 5.937802, -0.006845, 0.000000, -0.002143, 0.000000, -0.000195, , 
689, 5.605000, Ego, 0, 11.469286, 0.000628, 0.122170, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 125.828837, -225.257540, 0.000000, 10.825199, -3.791652, 0.000000, -0.113802, 0.144912, 0.000000, 132.241324, -4.552332, -2, 0.000000, 5.946309, 0.008152, 0.000000, 0.005112, 0.000000, -0.000020, , Agent1, 1, 11.111111, -0.001662, 2.007318, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 144.378761, -231.807820, 0.000000, 10.455547, -3.762306, 0.000000, 0.005479, -0.063989, 0.000000, 151.919425, -4.512446, -2, 0.000000, 5.937749, -0.005879, 0.000000, -0.002178, 0.000000, -0.000166, , 
690, 5.611000, Ego, 0, 11.468112, 0.000898, 0.318766, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 125.893782, -225.280285, 0.000000, 10.824071, -3.790727, 0.000000, -0.187846, 0.154188, 0.000000, 132.310138, -4.551980, -2, 0.000000, 5.946329, 0.003278, 0.000000, 0.005133, 0.000000, -0.000004, , Agent1, 1, 11.111111, -0.001389, 2.197794, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 144.441492, -231.830395, 0.000000, 10.455169, -3.762648, 0.000000, -0.063049, -0.057011, 0.000000, 151.986142, -4.512592, -2, 0.000000, 5.937720, -0.004913, 0.000000, -0.002197, 0.000000, -0.000147, , 
691, 5.619000, Ego, 0, 11.466652, -0.000347, 0.580861, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 125.980365, -225.310606, 0.000000, 10.822840, -3.790225, 0.000000, -0.153974, 0.062829, 0.000000, 132.401874, -4.551509, -2, 0.000000, 5.946318, -0.001268, 0.000000, 0.005122, 0.000000, 0.000016, , Agent1, 1, 11.111111, -0.001134, 2.451762, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 144.525133, -231.860500, 0.000000, 10.455204, -3.763025, 0.000000, 0.004394, -0.047160, 0.000000, 152.075090, -4.512788, -2, 0.000000, 5.937688, -0.004012, 0.000000, -0.002217, 0.000000, -0.000121, , 
692, 5.624000, Ego, 0, 11.465649, -0.001503, 0.744656, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 126.034473, -225.329557, 0.000000, 10.821625, -3.790058, 0.000000, -0.242924, 0.033364, 0.000000, 132.459198, -4.551216, -2, 0.000000, 5.946291, -0.005487, 0.000000, 0.005093, 0.000000, 0.000028, , Agent1, 1, 11.111111, -0.000898, 2.610492, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 144.577408, -231.879316, 0.000000, 10.454890, -3.763188, 0.000000, -0.062809, -0.032582, 0.000000, 152.130675, -4.512912, -2, 0.000000, 5.937672, -0.003175, 0.000000, -0.002227, 0.000000, -0.000105, , 
693, 5.632000, Ego, 0, 11.464199, -0.002659, 1.006695, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 126.121035, -225.359878, 0.000000, 10.820247, -3.790192, 0.000000, -0.172201, -0.016822, 0.000000, 132.550899, -4.550752, -2, 0.000000, 5.946213, -0.009704, 0.000000, 0.005012, 0.000000, 0.000049, , Agent1, 1, 11.111111, -0.000661, 2.864460, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 144.661048, -231.909423, 0.000000, 10.455051, -3.763453, 0.000000, 0.020082, -0.033073, 0.000000, 152.219607, -4.513110, -2, 0.000000, 5.937653, -0.002339, 0.000000, -0.002237, 0.000000, -0.000079, , 
694, 5.639000, Ego, 0, 11.462892, -0.003992, 1.235953, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 126.196765, -225.386413, 0.000000, 10.818601, -3.790721, 0.000000, -0.235163, -0.075564, 0.000000, 132.631122, -4.550354, -2, 0.000000, 5.946111, -0.014566, 0.000000, 0.004906, 0.000000, 0.000066, , Agent1, 1, 11.111111, -0.000389, 3.086683, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 144.734233, -231.935768, 0.000000, 10.454923, -3.763569, 0.000000, -0.018166, -0.016685, 0.000000, 152.297412, -4.513285, -2, 0.000000, 5.937643, -0.001374, 0.000000, -0.002242, 0.000000, -0.000057, , 
695, 5.645000, Ego, 0, 11.461739, -0.005147, 1.432440, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 126.261667, -225.409162, 0.000000, 10.817034, -3.791488, 0.000000, -0.261248, -0.127794, 0.000000, 132.699872, -4.550021, -2, 0.000000, 5.945999, -0.018778, 0.000000, 0.004788, 0.000000, 0.000081, , Agent1, 1, 11.111111, -0.000152, 3.277159, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 144.796962, -231.958350, 0.000000, 10.454825, -3.763606, 0.000000, -0.016386, -0.006062, 0.000000, 152.364096, -4.513434, -2, 0.000000, 5.937640, -0.000539, 0.000000, -0.002242, 0.000000, -0.000038, , 
696, 5.652000, Ego, 0, 11.460442, -0.006302, 1.661648, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 126.337375, -225.435710, 0.000000, 10.815347, -3.792553, 0.000000, -0.241026, -0.152154, 0.000000, 132.780065, -4.549643, -2, 0.000000, 5.945838, -0.022988, 0.000000, 0.004620, 0.000000, 0.000099, , Agent1, 1, 11.111111, 0.000084, 3.499381, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 144.870146, -231.984695, 0.000000, 10.454899, -3.763638, 0.000000, 0.010488, -0.004628, 0.000000, 152.441887, -4.513608, -2, 0.000000, 5.937642, 0.000297, 0.000000, -0.002238, 0.000000, -0.000016, , 
697, 5.659000, Ego, 0, 11.459149, -0.007544, 1.890831, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 126.413069, -225.462268, 0.000000, 10.813446, -3.794037, 0.000000, -0.271565, -0.211942, 0.000000, 132.860243, -4.549281, -2, 0.000000, 5.945645, -0.027518, 0.000000, 0.004418, 0.000000, 0.000117, , Agent1, 1, 11.111111, 0.000338, 3.721603, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 144.943330, -232.011040, 0.000000, 10.454919, -3.763581, 0.000000, 0.002900, 0.008156, 0.000000, 152.519670, -4.513782, -2, 0.000000, 5.937651, 0.001196, 0.000000, -0.002229, 0.000000, 0.000007, , 
698, 5.666000, Ego, 0, 11.457861, -0.008787, 2.119989, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 126.488749, -225.488839, 0.000000, 10.811428, -3.795863, 0.000000, -0.288274, -0.260929, 0.000000, 132.940405, -4.548936, -2, 0.000000, 5.945421, -0.032047, 0.000000, 0.004184, 0.000000, 0.000134, , Agent1, 1, 11.111111, 0.000593, 3.943825, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 145.016515, -232.037385, 0.000000, 10.454963, -3.763458, 0.000000, 0.006269, 0.017562, 0.000000, 152.597446, -4.513955, -2, 0.000000, 5.937665, 0.002096, 0.000000, -0.002216, 0.000000, 0.000029, , 
699, 5.673000, Ego, 0, 11.456578, -0.006308, 2.349120, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 126.564394, -225.515418, 0.000000, 10.806527, -3.796902, 0.000000, -0.700180, -0.148395, 0.000000, 133.020552, -4.548610, -2, 0.000000, 5.945260, -0.023004, 0.000000, 0.004017, 0.000000, -0.000093, , Agent1, 1, 11.111111, 0.000847, 4.166048, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 145.089700, -232.063727, 0.000000, 10.455030, -3.763269, 0.000000, 0.009636, 0.026963, 0.000000, 152.675213, -4.514127, -2, 0.000000, 5.937686, 0.002995, 0.000000, -0.002198, 0.000000, 0.000052, , 
700, 5.681000, Ego, 0, 11.455166, -0.002308, 2.610953, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 126.650861, -225.545797, 0.000000, 10.808294, -3.797409, 0.000000, 0.220985, -0.063323, 0.000000, 133.112233, -4.548236, -2, 0.000000, 5.945362, 0.012774, 0.000000, 0.004127, 0.000000, -0.000066, , Agent1, 1, 11.111111, 0.001119, 4.420016, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 145.173342, -232.093832, 0.000000, 10.455204, -3.763021, 0.000000, 0.021762, 0.031114, 0.000000, 152.764081, -4.514321, -2, 0.000000, 5.937718, 0.003958, 0.000000, -0.002172, 0.000000, 0.000077, , 
701, 5.688000, Ego, 0, 11.453893, 0.001192, 2.840030, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 126.726512, -225.572370, 0.000000, 10.807316, -3.796090, 0.000000, -0.139802, 0.188350, 0.000000, 133.192434, -4.547903, -2, 0.000000, 5.945423, 0.008665, 0.000000, 0.004192, 0.000000, -0.000042, , Agent1, 1, 11.111111, 0.001391, 4.642238, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 145.246529, -232.120170, 0.000000, 10.455254, -3.762644, 0.000000, 0.007106, 0.053852, 0.000000, 152.841832, -4.514489, -2, 0.000000, 5.937752, 0.004920, 0.000000, -0.002144, 0.000000, 0.000099, , 
702, 5.694000, Ego, 0, 11.452767, 0.001401, 3.036364, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 126.791350, -225.595141, 0.000000, 10.806340, -3.795206, 0.000000, -0.162556, 0.147398, 0.000000, 133.261164, -4.547613, -2, 0.000000, 5.945453, 0.005106, 0.000000, 0.004224, 0.000000, -0.000021, , Agent1, 1, 11.111111, 0.001627, 4.832714, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 145.309260, -232.142744, 0.000000, 10.455309, -3.762252, 0.000000, 0.009153, 0.065220, 0.000000, 152.908469, -4.514631, -2, 0.000000, 5.937787, 0.005754, 0.000000, -0.002117, 0.000000, 0.000119, , 
703, 5.701000, Ego, 0, 11.451502, 0.000425, 3.265394, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 126.866987, -225.621703, 0.000000, 10.805312, -3.794591, 0.000000, -0.146977, 0.087864, 0.000000, 133.341332, -4.547274, -2, 0.000000, 5.945464, 0.001549, 0.000000, 0.004236, 0.000000, 0.000003, , Agent1, 1, 11.111111, 0.001863, 5.054937, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 145.382449, -232.169077, 0.000000, 10.455535, -3.761857, 0.000000, 0.032349, 0.056450, 0.000000, 152.986205, -4.514794, -2, 0.000000, 5.937833, 0.006588, 0.000000, -0.002081, 0.000000, 0.000141, , 
704, 5.709000, Ego, 0, 11.450111, -0.000700, 3.527110, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 126.953420, -225.652057, 0.000000, 10.804065, -3.794209, 0.000000, -0.155765, 0.047723, 0.000000, 133.432931, -4.546887, -2, 0.000000, 5.945444, -0.002552, 0.000000, 0.004214, 0.000000, 0.000031, , Agent1, 1, 11.111111, 0.002135, 5.308905, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 145.466096, -232.199167, 0.000000, 10.455810, -3.761327, 0.000000, 0.034355, 0.066308, 0.000000, 153.075037, -4.514977, -2, 0.000000, 5.937893, 0.007550, 0.000000, -0.002034, 0.000000, 0.000167, , 
705, 5.715000, Ego, 0, 11.448997, -0.001750, 3.723379, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 127.018236, -225.674821, 0.000000, 10.802725, -3.794115, 0.000000, -0.223422, 0.015619, 0.000000, 133.501615, -4.546599, -2, 0.000000, 5.945406, -0.006377, 0.000000, 0.004173, 0.000000, 0.000052, , Agent1, 1, 11.111111, 0.002388, 5.499381, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 145.528831, -232.221731, 0.000000, 10.455869, -3.760686, 0.000000, 0.009829, 0.106701, 0.000000, 153.141654, -4.515111, -2, 0.000000, 5.937944, 0.008447, 0.000000, -0.001995, 0.000000, 0.000186, , 
706, 5.723000, Ego, 0, 11.447615, -0.002799, 3.985039, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 127.104647, -225.705176, 0.000000, 10.801363, -3.794354, 0.000000, -0.170190, -0.029859, 0.000000, 133.593175, -4.546220, -2, 0.000000, 5.945324, -0.010199, 0.000000, 0.004085, 0.000000, 0.000079, , Agent1, 1, 11.111111, 0.002642, 5.753349, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 145.612481, -232.251812, 0.000000, 10.456254, -3.760086, 0.000000, 0.048115, 0.075064, 0.000000, 153.230468, -4.515286, -2, 0.000000, 5.938019, 0.009344, 0.000000, -0.001938, 0.000000, 0.000211, , 
707, 5.729000, Ego, 0, 11.446508, -0.003848, 4.181265, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 127.169446, -225.727945, 0.000000, 10.799825, -3.794839, 0.000000, -0.256462, -0.080874, 0.000000, 133.661829, -4.545943, -2, 0.000000, 5.945240, -0.014019, 0.000000, 0.003995, 0.000000, 0.000100, , Agent1, 1, 11.111111, 0.002895, 5.943825, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 145.675219, -232.274368, 0.000000, 10.456360, -3.759315, 0.000000, 0.017652, 0.128548, 0.000000, 153.297072, -4.515413, -2, 0.000000, 5.938080, 0.010241, 0.000000, -0.001891, 0.000000, 0.000230, , 
708, 5.736000, Ego, 0, 11.445264, -0.004821, 4.410170, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 127.245034, -225.754514, 0.000000, 10.798339, -3.795570, 0.000000, -0.212265, -0.104443, 0.000000, 133.741910, -4.545628, -2, 0.000000, 5.945117, -0.017564, 0.000000, 0.003863, 0.000000, 0.000124, , Agent1, 1, 11.111111, 0.003131, 6.166048, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 145.748416, -232.300678, 0.000000, 10.456695, -3.758615, 0.000000, 0.047902, 0.099949, 0.000000, 153.374768, -4.515558, -2, 0.000000, 5.938158, 0.011073, 0.000000, -0.001833, 0.000000, 0.000253, , 
709, 5.742000, Ego, 0, 11.444165, -0.005794, 4.606356, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 127.309815, -225.777293, 0.000000, 10.796734, -3.796531, 0.000000, -0.267498, -0.160134, 0.000000, 133.810536, -4.545367, -2, 0.000000, 5.944990, -0.021107, 0.000000, 0.003727, 0.000000, 0.000145, , Agent1, 1, 11.111111, 0.003366, 0.073339, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 145.811157, -232.323225, 0.000000, 10.456900, -3.757806, 0.000000, 0.034057, 0.134799, 0.000000, 153.441359, -4.515678, -2, 0.000000, 5.938229, 0.011905, 0.000000, -0.001779, 0.000000, 0.000272, , 
710, 5.749000, Ego, 0, 11.442930, -0.006767, 4.835214, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 127.385380, -225.803878, 0.000000, 10.795080, -3.797760, 0.000000, -0.236329, -0.175570, 0.000000, 133.890584, -4.545076, -2, 0.000000, 5.944818, -0.024647, 0.000000, 0.003542, 0.000000, 0.000169, , Agent1, 1, 11.111111, 0.003601, 0.295561, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 145.884358, -232.349524, 0.000000, 10.457275, -3.756994, 0.000000, 0.053663, 0.116078, 0.000000, 153.519042, -4.515814, -2, 0.000000, 5.938318, 0.012737, 0.000000, -0.001712, 0.000000, 0.000294, , 
711, 5.756000, Ego, 0, 11.441699, -0.007814, 5.064048, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 127.460933, -225.830473, 0.000000, 10.793203, -3.799358, 0.000000, -0.268015, -0.228199, 0.000000, 133.970614, -4.544801, -2, 0.000000, 5.944618, -0.028458, 0.000000, 0.003329, 0.000000, 0.000193, , Agent1, 1, 11.111111, 0.003855, 0.517783, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 145.957562, -232.375816, 0.000000, 10.457621, -3.756027, 0.000000, 0.049384, 0.138072, 0.000000, 153.596716, -4.515944, -2, 0.000000, 5.938414, 0.013633, 0.000000, -0.001640, 0.000000, 0.000317, , 
712, 5.764000, Ego, 0, 11.440346, -0.003814, 5.325542, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 127.547170, -225.860844, 0.000000, 10.779675, -3.796342, 0.000000, -1.691101, 0.377003, 0.000000, 134.062057, -4.544501, -2, 0.000000, 5.944601, -0.002208, 0.000000, 0.003313, 0.000000, -0.000103, , Agent1, 1, 11.111111, 0.004126, 0.771751, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 146.041226, -232.405856, 0.000000, 10.458093, -3.754945, 0.000000, 0.058984, 0.135239, 0.000000, 153.685478, -4.516086, -2, 0.000000, 5.938530, 0.014593, 0.000000, -0.001552, 0.000000, 0.000342, , 
713, 5.770000, Ego, 0, 11.439261, -0.000814, 5.521643, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 127.611914, -225.883641, 0.000000, 10.790627, -3.799497, 0.000000, 1.825355, -0.525973, 0.000000, 134.130724, -4.544271, -2, 0.000000, 5.944656, 0.009220, 0.000000, 0.003375, 0.000000, -0.000076, , Agent1, 1, 11.111111, 0.004379, 0.962227, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 146.103976, -232.428379, 0.000000, 10.458336, -3.753791, 0.000000, 0.040487, 0.192401, 0.000000, 153.752042, -4.516187, -2, 0.000000, 5.938623, 0.015488, 0.000000, -0.001483, 0.000000, 0.000361, , 
714, 5.777000, Ego, 0, 11.438042, 0.001739, 5.750404, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 127.687442, -225.910231, 0.000000, 10.789776, -3.798593, 0.000000, -0.121570, 0.129218, 0.000000, 134.210818, -4.543999, -2, 0.000000, 5.944700, 0.006330, 0.000000, 0.003424, 0.000000, -0.000046, , Agent1, 1, 11.111111, 0.004614, 1.184450, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 146.177188, -232.454648, 0.000000, 10.458798, -3.752735, 0.000000, 0.066039, 0.150772, 0.000000, 153.829693, -4.516298, -2, 0.000000, 5.938738, 0.016319, 0.000000, -0.001397, 0.000000, 0.000384, , 
715, 5.785000, Ego, 0, 11.436703, 0.000824, 6.011815, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 127.773752, -225.940614, 0.000000, 10.788751, -3.797817, 0.000000, -0.128102, 0.096937, 0.000000, 134.302331, -4.543684, -2, 0.000000, 5.944724, 0.002998, 0.000000, 0.003450, 0.000000, -0.000011, , Agent1, 1, 11.111111, 0.004885, 1.438418, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 146.260863, -232.484659, 0.000000, 10.459345, -3.751444, 0.000000, 0.068342, 0.161491, 0.000000, 153.918428, -4.516418, -2, 0.000000, 5.938876, 0.017277, 0.000000, -0.001294, 0.000000, 0.000409, , 
716, 5.791000, Ego, 0, 11.435628, -0.000030, 6.207854, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 127.838478, -225.963397, 0.000000, 10.787561, -3.797275, 0.000000, -0.198401, 0.090352, 0.000000, 134.370948, -4.543447, -2, 0.000000, 5.944724, -0.000109, 0.000000, 0.003450, 0.000000, 0.000016, , Agent1, 1, 11.111111, 0.005138, 1.628894, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 146.323621, -232.507160, 0.000000, 10.459658, -3.750093, 0.000000, 0.052137, 0.225036, 0.000000, 153.984972, -4.516501, -2, 0.000000, 5.938985, 0.018172, 0.000000, -0.001213, 0.000000, 0.000428, , 
717, 5.799000, Ego, 0, 11.434298, -0.000883, 0.186024, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 127.924769, -225.993774, 0.000000, 10.786471, -3.797045, 0.000000, -0.136164, 0.028795, 0.000000, 134.462416, -4.543133, -2, 0.000000, 5.944698, -0.003214, 0.000000, 0.003421, 0.000000, 0.000051, , Agent1, 1, 11.111111, 0.005391, 1.882862, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 146.407303, -232.537150, 0.000000, 10.460296, -3.748783, 0.000000, 0.079765, 0.163832, 0.000000, 154.073689, -4.516604, -2, 0.000000, 5.939137, 0.019066, 0.000000, -0.001100, 0.000000, 0.000454, , 
718, 5.805000, Ego, 0, 11.433229, -0.001736, 0.382022, 1.400000, 0.000000, 0.750000, 5.040000, 2.000000, 1.500000, 127.989480, -226.016555, 0.000000, 10.785120, -3.796973, 0.000000, -0.225145, 0.011959, 0.000000, 134.531000, -4.542899, -2, 0.000000, 5.944660, -0.006317, 0.000000, 0.003379, 0.000000, 0.000077, , Agent1, 1, 11.111111, 0.005643, 2.073339, 1.458010, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 146.470067, -232.559634, 0.000000, 10.460655, -3.747302, 0.000000, 0.059885, 0.246767, 0.000000, 154.140219, -4.516674, -2, 0.000000, 5.939257, 0.019960, 0.000000, -0.001011, 0.000000, 0.000473, , 
